text,label
"Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Спасибо, Анжела!",negative
"Цена полностью оправдана. Есть всё необходимое для комфортного проживания. Спасибо, Рубен!",positive
"Кровать скрипит и неудобная. Очень грязно, не убрано перед заселением. Wi-Fi почти не работал. Фото не соответствуют реальности. Неверно указана цена в объявлении. Спасибо, Богдан!",negative
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Цена полностью оправдана. Wi-Fi работал стабильно и быстро. Спасибо, Конон!",positive
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Соседи шумели всю ночь. Сломанный душ и неприятный запах. Спасибо, Анна!",negative
"Кровать скрипит и неудобная. Wi-Fi почти не работал. Спасибо, Арефий!",negative
"Хозяин не отвечал на звонки. Плохая звукоизоляция, всё слышно. Кровать скрипит и неудобная. Спасибо, Геннадий!",negative
"Есть всё необходимое для комфортного проживания. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Спасибо, Добромысл!",positive
"Неверно указана цена в объявлении. Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Спасибо, Евфросиния!",negative
"Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Просторная кухня, приятно готовить. Обязательно приедем ещё раз. Спасибо, Флорентин!",positive
"Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Цена полностью оправдана. Обязательно приедем ещё раз. Спасибо, Мартьян!",positive
"Сломанный душ и неприятный запах. Фото не соответствуют реальности. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Спасибо, Денис!",negative
"Кровать скрипит и неудобная. Wi-Fi почти не работал. Спасибо, Герман!",negative
"Местоположение оставляет желать лучшего. Кровать скрипит и неудобная. Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Спасибо, Никандр!",negative
"Wi-Fi почти не работал. Неверно указана цена в объявлении. Соседи шумели всю ночь. Сломанный душ и неприятный запах. Спасибо, Герман!",negative
"Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Спасибо, Велимир!",negative
"Очень грязно, не убрано перед заселением. Соседи шумели всю ночь. Спасибо, Гурий!",negative
"Квартира была чистая и уютная. Хозяин был очень вежлив и гостеприимен. Есть всё необходимое для комфортного проживания. Отличное расположение, рядом с центром. Спасибо, Константин!",positive
"Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Любим!",positive
"Соседи шумели всю ночь. Фото не соответствуют реальности. Местоположение оставляет желать лучшего. Wi-Fi почти не работал. Спасибо, Казимир!",negative
"Сломанный душ и неприятный запах. Фото не соответствуют реальности. Соседи шумели всю ночь. Неверно указана цена в объявлении. Местоположение оставляет желать лучшего. Спасибо, Станислав!",negative
"Сломанный душ и неприятный запах. Очень грязно, не убрано перед заселением. Неверно указана цена в объявлении. Wi-Fi почти не работал. Фото не соответствуют реальности. Спасибо, Анжелика!",negative
"Соседи шумели всю ночь. Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Спасибо, Харитон!",negative
"Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Хозяин не отвечал на звонки. Спасибо, Анжелика!",negative
"Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Спасибо, Спиридон!",positive
"Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Спасибо, Никифор!",positive
"Соседи шумели всю ночь. Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Спасибо, Фирс!",negative
"Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Есть всё необходимое для комфортного проживания. Спасибо, Раиса!",positive
"Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Спасибо, Самсон!",negative
"Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Спасибо, Порфирий!",positive
"Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Спасибо, Изот!",positive
"Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Спасибо, Кирилл!",positive
"Неверно указана цена в объявлении. Фото не соответствуют реальности. Местоположение оставляет желать лучшего. Плохая звукоизоляция, всё слышно. Спасибо, Вацлав!",negative
"Кровать скрипит и неудобная. Очень грязно, не убрано перед заселением. Фото не соответствуют реальности. Спасибо, Нина!",negative
"Тихий район, хорошо выспались. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Спасибо, Порфирий!",positive
"Фото не соответствуют реальности. Сломанный душ и неприятный запах. Неверно указана цена в объявлении. Спасибо, Харлампий!",negative
"Цена полностью оправдана. Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Спасибо, Никифор!",positive
"Кровать скрипит и неудобная. Сломанный душ и неприятный запах. Wi-Fi почти не работал. Неверно указана цена в объявлении. Спасибо, Селиверст!",negative
"Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Спасибо, Фёкла!",positive
"Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Спасибо, Раиса!",positive
"Обязательно приедем ещё раз. Тихий район, хорошо выспались. Цена полностью оправдана. Wi-Fi работал стабильно и быстро. Спасибо, Петр!",positive
"Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Хозяин не отвечал на звонки. Спасибо, Автоном!",negative
"Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Соседи шумели всю ночь. Спасибо, Зоя!",negative
"Есть всё необходимое для комфортного проживания. Цена полностью оправдана. Просторная кухня, приятно готовить. Отличное расположение, рядом с центром. Wi-Fi работал стабильно и быстро. Спасибо, Валерий!",positive
"Кровать скрипит и неудобная. Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Хозяин не отвечал на звонки. Спасибо, Сигизмунд!",negative
"Очень удобная кровать и свежие полотенца. Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Квартира была чистая и уютная. Цена полностью оправдана. Спасибо, Карп!",positive
"Хозяин не отвечал на звонки. Плохая звукоизоляция, всё слышно. Wi-Fi почти не работал. Спасибо, Аскольд!",negative
"Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Спасибо, Моисей!",positive
"Соседи шумели всю ночь. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Спасибо, Тихон!",negative
"Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Очень удобная кровать и свежие полотенца. Спасибо, Стоян!",positive
"Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Спасибо, Валентина!",positive
"Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Отличное расположение, рядом с центром. Wi-Fi работал стабильно и быстро. Квартира была чистая и уютная. Спасибо, Александр!",positive
"Сломанный душ и неприятный запах. Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Спасибо, Сила!",negative
"Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Квартира была чистая и уютная. Отличное расположение, рядом с центром. Просторная кухня, приятно готовить. Спасибо, Вадим!",positive
"Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Спасибо, Измаил!",negative
"Очень грязно, не убрано перед заселением. Соседи шумели всю ночь. Спасибо, Ананий!",negative
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Обязательно приедем ещё раз. Спасибо, Моисей!",positive
"Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Хозяин был очень вежлив и гостеприимен. Цена полностью оправдана. Спасибо, Изяслав!",positive
"Есть всё необходимое для комфортного проживания. Отличное расположение, рядом с центром. Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Спасибо, Велимир!",positive
"Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Wi-Fi работал стабильно и быстро. Спасибо, Юлия!",positive
"Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Есть всё необходимое для комфортного проживания. Спасибо, Артем!",positive
"Кровать скрипит и неудобная. Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Спасибо, Евгения!",negative
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Обязательно приедем ещё раз. Очень удобная кровать и свежие полотенца. Спасибо, Прохор!",positive
"Неверно указана цена в объявлении. Соседи шумели всю ночь. Спасибо, Филимон!",negative
"Wi-Fi почти не работал. Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Спасибо, Аркадий!",negative
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Местоположение оставляет желать лучшего. Спасибо, Роман!",negative
"Обязательно приедем ещё раз. Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Спасибо, Натан!",positive
"Сломанный душ и неприятный запах. Очень грязно, не убрано перед заселением. Спасибо, Мстислав!",negative
"Плохая звукоизоляция, всё слышно. Wi-Fi почти не работал. Кровать скрипит и неудобная. Спасибо, Никон!",negative
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Спасибо, Аристарх!",negative
"Соседи шумели всю ночь. Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Спасибо, Пелагея!",negative
"Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Отличное расположение, рядом с центром. Есть всё необходимое для комфортного проживания. Wi-Fi работал стабильно и быстро. Спасибо, Бажен!",positive
"Хозяин был очень вежлив и гостеприимен. Цена полностью оправдана. Отличное расположение, рядом с центром. Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Спасибо, Софрон!",positive
"Квартира была чистая и уютная. Обязательно приедем ещё раз. Спасибо, Никандр!",positive
"Просторная кухня, приятно готовить. Wi-Fi работал стабильно и быстро. Квартира была чистая и уютная. Хозяин был очень вежлив и гостеприимен. Спасибо, Прохор!",positive
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Спасибо, Феликс!",positive
"Есть всё необходимое для комфортного проживания. Отличное расположение, рядом с центром. Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Спасибо, Сильвестр!",positive
"Сломанный душ и неприятный запах. Кровать скрипит и неудобная. Спасибо, Олимпиада!",negative
"Квартира была чистая и уютная. Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Спасибо, Болеслав!",positive
"Есть всё необходимое для комфортного проживания. Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Спасибо, Варфоломей!",positive
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Спасибо, Федор!",negative
"Фото не соответствуют реальности. Сломанный душ и неприятный запах. Спасибо, Фортунат!",negative
"Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Спасибо, Януарий!",positive
"Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Спасибо, Радим!",positive
"Очень удобная кровать и свежие полотенца. Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Спасибо, Станислав!",positive
"Сломанный душ и неприятный запах. Соседи шумели всю ночь. Wi-Fi почти не работал. Фото не соответствуют реальности. Спасибо, Клавдия!",negative
"Просторная кухня, приятно готовить. Обязательно приедем ещё раз. Отличное расположение, рядом с центром. Хозяин был очень вежлив и гостеприимен. Есть всё необходимое для комфортного проживания. Спасибо, Денис!",positive
"Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Спасибо, Евдоким!",positive
"Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Отличное расположение, рядом с центром. Квартира была чистая и уютная. Спасибо, Варфоломей!",positive
"Квартира была чистая и уютная. Просторная кухня, приятно готовить. Очень удобная кровать и свежие полотенца. Спасибо, Ипат!",positive
"Отличное расположение, рядом с центром. Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Спасибо, Светлана!",positive
"Отличное расположение, рядом с центром. Цена полностью оправдана. Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Есть всё необходимое для комфортного проживания. Спасибо, Юлиан!",positive
"Есть всё необходимое для комфортного проживания. Обязательно приедем ещё раз. Отличное расположение, рядом с центром. Спасибо, Всеслав!",positive
"Неверно указана цена в объявлении. Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Спасибо, Осип!",negative
"Плохая звукоизоляция, всё слышно. Очень грязно, не убрано перед заселением. Хозяин не отвечал на звонки. Спасибо, Кондрат!",negative
"Плохая звукоизоляция, всё слышно. Соседи шумели всю ночь. Wi-Fi почти не работал. Спасибо, Кондратий!",negative
"Фото не соответствуют реальности. Неверно указана цена в объявлении. Спасибо, Тимофей!",negative
"Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Спасибо, Никодим!",positive
"Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Цена полностью оправдана. Хозяин был очень вежлив и гостеприимен. Спасибо, Нинель!",positive
"Соседи шумели всю ночь. Неверно указана цена в объявлении. Плохая звукоизоляция, всё слышно. Спасибо, Никандр!",negative
"Обязательно приедем ещё раз. Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Хозяин был очень вежлив и гостеприимен. Спасибо, Ладимир!",positive
"Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Спасибо, Александр!",positive
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Спасибо, Максимильян!",negative
"Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Кровать скрипит и неудобная. Фото не соответствуют реальности. Спасибо, Еремей!",negative
"Соседи шумели всю ночь. Сломанный душ и неприятный запах. Wi-Fi почти не работал. Хозяин не отвечал на звонки. Спасибо, Викентий!",negative
"Обязательно приедем ещё раз. Цена полностью оправдана. Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Спасибо, Марк!",positive
"Соседи шумели всю ночь. Фото не соответствуют реальности. Спасибо, Каллистрат!",negative
"Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Виссарион!",positive
"Очень удобная кровать и свежие полотенца. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Сергей!",positive
"Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Есть всё необходимое для комфортного проживания. Тихий район, хорошо выспались. Спасибо, Мир!",positive
"Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Wi-Fi почти не работал. Фото не соответствуют реальности. Кровать скрипит и неудобная. Спасибо, Игорь!",negative
"Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Есть всё необходимое для комфортного проживания. Спасибо, Фока!",positive
"Очень удобная кровать и свежие полотенца. Wi-Fi работал стабильно и быстро. Просторная кухня, приятно готовить. Есть всё необходимое для комфортного проживания. Спасибо, Платон!",positive
"Фото не соответствуют реальности. Неверно указана цена в объявлении. Спасибо, Станимир!",negative
"Обязательно приедем ещё раз. Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Спасибо, Гостомысл!",positive
"Цена полностью оправдана. Просторная кухня, приятно готовить. Спасибо, Вера!",positive
"Кровать скрипит и неудобная. Сломанный душ и неприятный запах. Спасибо, Марфа!",negative
"Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Хозяин не отвечал на звонки. Спасибо, Эдуард!",negative
"Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Спасибо, Константин!",negative
"Есть всё необходимое для комфортного проживания. Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Спасибо, Вацлав!",positive
"Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Спасибо, Лавр!",positive
"Фото не соответствуют реальности. Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Кровать скрипит и неудобная. Спасибо, Игорь!",negative
"Wi-Fi почти не работал. Неверно указана цена в объявлении. Фото не соответствуют реальности. Спасибо, Аггей!",negative
"Wi-Fi работал стабильно и быстро. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Будимир!",positive
"Просторная кухня, приятно готовить. Есть всё необходимое для комфортного проживания. Квартира была чистая и уютная. Тихий район, хорошо выспались. Спасибо, Гедеон!",positive
"Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Спасибо, Ладимир!",positive
"Очень грязно, не убрано перед заселением. Хозяин не отвечал на звонки. Спасибо, Марк!",negative
"Wi-Fi почти не работал. Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Спасибо, Артем!",negative
"Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Wi-Fi почти не работал. Спасибо, Фока!",negative
"Квартира была чистая и уютная. Есть всё необходимое для комфортного проживания. Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Спасибо, Юлия!",positive
"Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Хозяин был очень вежлив и гостеприимен. Спасибо, Пахом!",positive
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Спасибо, Максим!",negative
"Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Wi-Fi почти не работал. Спасибо, Андрей!",negative
"Цена полностью оправдана. Есть всё необходимое для комфортного проживания. Квартира была чистая и уютная. Спасибо, Руслан!",positive
"Квартира была чистая и уютная. Цена полностью оправдана. Отличное расположение, рядом с центром. Спасибо, Анна!",positive
"Неверно указана цена в объявлении. Фото не соответствуют реальности. Спасибо, Прокл!",negative
"Фото не соответствуют реальности. Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Спасибо, Гедеон!",negative
"Сломанный душ и неприятный запах. Неверно указана цена в объявлении. Соседи шумели всю ночь. Фото не соответствуют реальности. Спасибо, Мефодий!",negative
"Отличное расположение, рядом с центром. Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Тихий район, хорошо выспались. Спасибо, Емельян!",positive
"Плохая звукоизоляция, всё слышно. Кровать скрипит и неудобная. Спасибо, Творимир!",negative
"Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Цена полностью оправдана. Спасибо, Наина!",positive
"Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Кровать скрипит и неудобная. Местоположение оставляет желать лучшего. Спасибо, Валентина!",negative
"Wi-Fi почти не работал. Местоположение оставляет желать лучшего. Спасибо, Ефим!",negative
"Отличное расположение, рядом с центром. Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Казимир!",positive
"Просторная кухня, приятно готовить. Очень удобная кровать и свежие полотенца. Тихий район, хорошо выспались. Спасибо, Корнил!",positive
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Цена полностью оправдана. Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Спасибо, Лучезар!",positive
"Хозяин был очень вежлив и гостеприимен. Очень удобная кровать и свежие полотенца. Спасибо, Георгий!",positive
"Сломанный душ и неприятный запах. Неверно указана цена в объявлении. Соседи шумели всю ночь. Хозяин не отвечал на звонки. Спасибо, София!",negative
"Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Неверно указана цена в объявлении. Фото не соответствуют реальности. Очень грязно, не убрано перед заселением. Спасибо, Ермолай!",negative
"Хозяин не отвечал на звонки. Очень грязно, не убрано перед заселением. Фото не соответствуют реальности. Сломанный душ и неприятный запах. Соседи шумели всю ночь. Спасибо, Демид!",negative
"Квартира была чистая и уютная. Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Евстафий!",positive
"Wi-Fi почти не работал. Фото не соответствуют реальности. Спасибо, Спиридон!",negative
"Цена полностью оправдана. Очень удобная кровать и свежие полотенца. Отличное расположение, рядом с центром. Спасибо, Святополк!",positive
"Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Цена полностью оправдана. Отличное расположение, рядом с центром. Спасибо, Евфросиния!",positive
"Соседи шумели всю ночь. Кровать скрипит и неудобная. Очень грязно, не убрано перед заселением. Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Спасибо, Александр!",negative
"Плохая звукоизоляция, всё слышно. Wi-Fi почти не работал. Фото не соответствуют реальности. Спасибо, Устин!",negative
"Wi-Fi почти не работал. Хозяин не отвечал на звонки. Спасибо, Серафим!",negative
"Кровать скрипит и неудобная. Фото не соответствуют реальности. Хозяин не отвечал на звонки. Спасибо, Лука!",negative
"Неверно указана цена в объявлении. Wi-Fi почти не работал. Хозяин не отвечал на звонки. Спасибо, Элеонора!",negative
"Тихий район, хорошо выспались. Есть всё необходимое для комфортного проживания. Квартира была чистая и уютная. Цена полностью оправдана. Спасибо, Феоктист!",positive
"Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Спасибо, Олимпий!",negative
"Wi-Fi работал стабильно и быстро. Цена полностью оправдана. Обязательно приедем ещё раз. Очень удобная кровать и свежие полотенца. Спасибо, Гаврила!",positive
"Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Фото не соответствуют реальности. Соседи шумели всю ночь. Спасибо, Митофан!",negative
"Wi-Fi почти не работал. Сломанный душ и неприятный запах. Спасибо, Добромысл!",negative
"Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Неверно указана цена в объявлении. Спасибо, Надежда!",negative
"Отличное расположение, рядом с центром. Тихий район, хорошо выспались. Спасибо, Сигизмунд!",positive
"Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Есть всё необходимое для комфортного проживания. Отличное расположение, рядом с центром. Спасибо, Артем!",positive
"Отличное расположение, рядом с центром. Квартира была чистая и уютная. Просторная кухня, приятно готовить. Спасибо, Михей!",positive
"Wi-Fi почти не работал. Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Неверно указана цена в объявлении. Фото не соответствуют реальности. Спасибо, Дарья!",negative
"Отличное расположение, рядом с центром. Квартира была чистая и уютная. Спасибо, Самуил!",positive
"Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Плохая звукоизоляция, всё слышно. Местоположение оставляет желать лучшего. Кровать скрипит и неудобная. Спасибо, Наркис!",negative
"Фото не соответствуют реальности. Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Соседи шумели всю ночь. Спасибо, Ипполит!",negative
"Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Всеслав!",positive
"Отличное расположение, рядом с центром. Очень удобная кровать и свежие полотенца. Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Арсений!",positive
"Местоположение оставляет желать лучшего. Соседи шумели всю ночь. Спасибо, Ирина!",negative
"Просторная кухня, приятно готовить. Цена полностью оправдана. Тихий район, хорошо выспались. Спасибо, Артем!",positive
"Фото не соответствуют реальности. Соседи шумели всю ночь. Хозяин не отвечал на звонки. Спасибо, Емельян!",negative
"Wi-Fi почти не работал. Очень грязно, не убрано перед заселением. Спасибо, Евгений!",negative
"Просторная кухня, приятно готовить. Квартира была чистая и уютная. Обязательно приедем ещё раз. Спасибо, Симон!",positive
